Name,Description,Brain_MD_12,Brain_MD_61,Brain_MD_15,Brain_MD_57,Brain_MD_33,Brain_MD_64,Brain_MD_17,Brain_MD_62,Brain_MD_63,Brain_MD_32,Brain_MGlio_1,Brain_MGlio_2,Brain_MGlio_3,Brain_MGlio_4,Brain_MGlio_5,Brain_MGlio_6,Brain_MGlio_7,Brain_MGlio_8,Brain_MGlio_9,Brain_MGlio_10,Brain_Rhab_1,Brain_Rhab_2,Brain_Rhab_3,Brain_Rhab_4,Brain_Rhab_5,Brain_Rhab_6,Brain_Rhab_7,Brain_Rhab_8,Brain_Rhab_9,Brain_Rhab_10,Brain_Ncer_1,Brain_Ncer_2,Brain_Ncer_3,Brain_Ncer_4
D38076_at,RANBP1 RAN binding protein 1,1569.370025 ,350.498542 ,0.000000 ,138.382367 ,0.000000 ,882.581559 ,162.116103 ,0.000000 ,433.461717 ,0.000000 ,1206.179616 ,1206.999938 ,1385.528700 ,1123.386328 ,3624.748135 ,0.000000 ,2472.729576 ,1490.999972 ,1656.476140 ,2034.999134 ,4199.081784 ,1631.740638 ,1180.285160 ,1970.368081 ,4963.595854 ,546.000000 ,1816.706171 ,273.627079 ,2043.703434 ,0.000000 ,1022.871461 ,48.000000 ,672.936398 ,765.977319 
D38128_at,PTGIR Prostaglandin I2 (prostacyclin) receptor (IP),0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,110.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 
D38145_at,Prostacyclin synthase,172.684032 ,467.793472 ,136.238223 ,74.492995 ,265.593830 ,69.081419 ,170.780973 ,246.226213 ,88.122874 ,46.624648 ,617.402591 ,190.999993 ,432.946946 ,506.476006 ,1471.617507 ,604.131680 ,653.105041 ,669.999997 ,1046.328881 ,849.999902 ,529.729284 ,338.412280 ,331.954401 ,528.812978 ,650.356633 ,256.000000 ,433.162509 ,298.669462 ,158.073706 ,386.000000 ,509.309798 ,948.000000 ,823.154394 ,1265.701250 
D38293_at,Clathrin-like protein,254.825086 ,0.000000 ,309.126949 ,574.294313 ,19.660283 ,259.722736 ,0.000000 ,562.445114 ,65.746165 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,76.090214 ,223.941555 ,0.000000 ,0.000000 ,0.000000 ,30.334506 ,254.782970 ,725.490478 ,0.000000 ,262.880348 ,0.000000 ,219.776952 ,258.403677 ,97.363220 ,962.000000 ,466.944803 ,2757.000000 ,719.121266 ,146.776224 
D38305_at,Tob,1311.246515 ,267.607447 ,567.906662 ,202.232485 ,412.048686 ,0.000000 ,109.710141 ,78.474381 ,99.442687 ,0.000000 ,0.000000 ,485.999993 ,1322.947137 ,0.000000 ,0.000000 ,0.000000 ,124.191024 ,185.999997 ,145.622764 ,0.000000 ,1757.054112 ,795.536740 ,500.192058 ,343.907209 ,116.492088 ,189.000000 ,9.262679 ,855.749815 ,396.105826 ,0.000000 ,0.000000 ,1237.000000 ,670.603635 ,0.000000 
D38449_at,G protein-coupled receptor,55.721693 ,0.000000 ,31.408783 ,0.000000 ,56.071048 ,0.000000 ,0.000000 ,52.925267 ,0.000000 ,0.000000 ,116.883754 ,0.000000 ,0.000000 ,233.448585 ,187.849160 ,10.312639 ,0.000000 ,42.000000 ,0.000000 ,163.999992 ,216.909416 ,84.283204 ,0.000000 ,59.943062 ,0.000000 ,0.000000 ,0.000000 ,111.245981 ,3.298857 ,0.000000 ,13.764897 ,385.000000 ,0.000000 ,0.000000 
D38462_at,"A1 chain of type XIX collagen, exon +3'",0.000000 ,0.000000 ,0.000000 ,0.000000 ,114.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,10.000000 ,0.000000 ,0.000000 ,0.000000 ,18.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,2.000000 ,0.000000 ,4.000000 ,0.000000 ,0.000000 ,0.000000 ,9.000000 ,0.000000 ,0.000000 ,0.000000 ,321.000000 ,150.000000 ,0.000000 
D38491_at,HYPOTHETICAL MYELOID CELL LINE PROTEIN 7,78.515327 ,39.457766 ,131.268046 ,53.690999 ,180.081651 ,30.149512 ,115.445600 ,165.398294 ,101.887057 ,171.837217 ,200.704170 ,441.999995 ,316.963520 ,341.370500 ,513.171480 ,591.704608 ,363.569549 ,256.999998 ,284.841991 ,309.999933 ,572.928808 ,398.217082 ,194.586280 ,466.993500 ,734.115984 ,232.000000 ,193.858618 ,245.645263 ,114.862177 ,160.000000 ,0.000000 ,1004.000000 ,737.154713 ,843.168013 
D38500_at,"PMS8 mRNA (yeast mismatch repair gene PMS1 homologue), partial cds (C-terminal region)",0.000000 ,0.000000 ,127.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,360.000000 ,471.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,222.000000 ,150.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,35.000000 ,109.000000 ,554.000000 ,0.000000 ,0.000000 
D38503_at,"PMS8 mRNA (yeast mismatch repair gene PMS1 homologue), partial cds (C-terminal region)",0.000000 ,85.046346 ,104.441457 ,20.342943 ,153.761891 ,30.482204 ,0.000000 ,0.000000 ,4.551789 ,84.708510 ,0.000000 ,0.000000 ,316.988988 ,164.189221 ,0.000000 ,124.685488 ,60.040127 ,57.999999 ,243.047538 ,36.999980 ,0.000000 ,45.820632 ,105.290925 ,51.564364 ,0.000000 ,0.000000 ,65.221776 ,39.364854 ,28.147171 ,0.000000 ,224.097347 ,627.000000 ,143.085817 ,125.032011 
D38521_at,"KIAA0077 gene, partial cds",372.696143 ,181.748795 ,107.008328 ,213.054082 ,391.040849 ,584.874625 ,15.427197 ,337.478409 ,329.172479 ,63.879904 ,69.736994 ,244.999990 ,591.924890 ,469.749680 ,796.233319 ,1113.443224 ,697.170784 ,768.999995 ,513.374361 ,436.999862 ,1089.199508 ,748.032541 ,942.496144 ,2554.925803 ,1488.706518 ,723.000000 ,811.589157 ,450.385608 ,483.362626 ,471.000000 ,0.000000 ,1061.000000 ,278.250213 ,386.756588 
D38522_at,"KIAA0080 gene, partial cds",0.000000 ,590.024721 ,1208.553707 ,623.947108 ,34.790196 ,424.448095 ,0.000000 ,108.166313 ,0.000000 ,259.454466 ,3038.211014 ,5675.999976 ,3849.815661 ,4117.549597 ,6396.857022 ,3526.947569 ,3019.974777 ,1458.999989 ,8837.226223 ,4261.999661 ,1770.346138 ,1708.821803 ,0.000000 ,1368.010796 ,50.204677 ,69.000000 ,330.276091 ,3476.410501 ,432.984775 ,120.000000 ,1132.835982 ,3480.000000 ,1976.212520 ,2337.317684 
D38524_at,NT5 5' nucleotidase (CD73),167.469528 ,0.194142 ,313.820676 ,433.679966 ,186.286177 ,223.046305 ,62.617067 ,525.055347 ,118.858268 ,146.667395 ,363.236141 ,987.999997 ,1096.980814 ,438.608019 ,215.097331 ,819.606672 ,414.358571 ,347.999999 ,333.464265 ,910.999965 ,509.354287 ,922.491616 ,518.115115 ,2997.529664 ,841.386565 ,550.000000 ,816.932785 ,629.924332 ,684.771874 ,1820.000000 ,422.252072 ,1028.000000 ,130.850543 ,325.828966 
D38535_at,PK-120,0.000000 ,863.765212 ,554.055057 ,431.062417 ,612.196918 ,626.604257 ,719.002644 ,849.905330 ,409.500858 ,801.852571 ,2359.149151 ,3763.999990 ,2011.927473 ,1688.151719 ,2928.566865 ,1100.209479 ,1567.334485 ,1729.999996 ,4483.351802 ,2729.999867 ,786.595755 ,591.716987 ,704.712611 ,380.201130 ,879.539776 ,469.000000 ,1277.944862 ,453.473121 ,440.797343 ,1419.000000 ,943.444932 ,5578.000000 ,2448.330281 ,2827.452947 
D38548_at,KIAA0076 gene,1014.900886 ,1298.304632 ,924.888870 ,922.728912 ,357.527628 ,1251.493126 ,237.892072 ,572.252844 ,1224.248920 ,91.085962 ,2711.969760 ,3358.999991 ,2049.929711 ,2256.427278 ,684.721620 ,259.336712 ,607.342166 ,472.999996 ,3363.795978 ,2889.999871 ,931.402587 ,1916.175596 ,844.497839 ,956.305470 ,2031.127245 ,1197.000000 ,948.118805 ,696.414828 ,895.173776 ,1293.000000 ,1480.161324 ,4292.000000 ,2690.595181 ,3130.055943 
D38549_at,"KIAA0068 gene, partial cds",1289.465863 ,1990.430712 ,410.406511 ,2911.086281 ,913.660680 ,1280.092995 ,166.090195 ,0.000000 ,861.501206 ,660.130157 ,2112.291354 ,2916.999983 ,3541.870168 ,1218.801820 ,4504.989966 ,2119.498088 ,2700.524607 ,3061.999992 ,2719.135638 ,2095.999761 ,3516.090832 ,3626.357441 ,2421.374182 ,3684.915505 ,2630.879706 ,1209.000000 ,1858.876502 ,2276.353035 ,1781.155705 ,992.000000 ,586.190779 ,2339.000000 ,915.479670 ,1167.008308 
D38550_at,"KIAA0075 gene, partial cds",734.631725 ,1161.899967 ,419.897163 ,494.040103 ,283.503920 ,827.374005 ,415.404044 ,253.672274 ,277.636225 ,333.984620 ,645.125934 ,397.999998 ,730.984263 ,969.823910 ,1948.877484 ,1197.969151 ,768.911997 ,820.999999 ,1673.773755 ,755.999971 ,1252.222842 ,911.740185 ,2461.408780 ,1264.232098 ,1225.833783 ,764.000000 ,1410.742517 ,986.376054 ,918.352178 ,2898.000000 ,872.689129 ,1559.000000 ,487.966833 ,1006.758537 
D38551_at,KIAA0078 gene,1621.292239 ,496.031056 ,908.016243 ,0.000000 ,0.000000 ,1720.090931 ,0.000000 ,0.000000 ,464.370763 ,0.000000 ,1120.629284 ,1637.999977 ,2319.822933 ,1673.197618 ,2559.610366 ,2295.362468 ,1707.250081 ,1349.999989 ,1864.420958 ,1108.999675 ,2130.719627 ,3223.562773 ,3012.571455 ,2153.600275 ,2865.364488 ,584.000000 ,1745.091801 ,1743.471368 ,1134.208310 ,160.000000 ,512.167196 ,1471.000000 ,967.325221 ,1709.277626 
D38552_at,"KIAA0073 gene, partial cds",109.283920 ,201.348660 ,237.093116 ,175.918431 ,38.666819 ,363.283418 ,0.000000 ,88.338579 ,290.204148 ,0.000000 ,187.491937 ,479.999997 ,162.978035 ,270.573665 ,0.000000 ,228.481721 ,287.107293 ,102.999999 ,687.187493 ,281.999960 ,348.627191 ,1605.680403 ,812.656586 ,443.158360 ,1869.415340 ,380.000000 ,1022.475053 ,370.754976 ,382.304442 ,471.000000 ,496.428578 ,514.000000 ,335.312905 ,358.080201 
D38553_at,"KIAA0074 gene, partial cds",291.438652 ,107.370807 ,0.000000 ,0.000000 ,0.000000 ,319.242886 ,0.000000 ,0.000000 ,67.960624 ,94.043302 ,93.875940 ,190.999996 ,0.000000 ,451.219063 ,465.734615 ,320.291439 ,461.933597 ,237.999998 ,67.504201 ,201.999939 ,560.081928 ,343.191529 ,413.356505 ,434.488391 ,844.264863 ,2.000000 ,353.447726 ,84.920005 ,173.371736 ,0.000000 ,0.000000 ,233.000000 ,0.000000 ,541.984260 
D38555_at,KIAA0079 gene,707.529837 ,0.000000 ,180.250009 ,205.464182 ,0.000000 ,0.000000 ,0.000000 ,925.255772 ,461.909051 ,0.000000 ,312.920007 ,239.999984 ,0.000000 ,1027.946179 ,971.504652 ,1236.060000 ,477.591650 ,531.999993 ,1589.618555 ,619.999774 ,1747.677552 ,1385.796956 ,2066.851481 ,1265.276747 ,1041.711430 ,905.000000 ,1044.449590 ,1949.219276 ,1453.301441 ,1358.000000 ,873.720550 ,48.000000 ,0.000000 ,0.000000 
D38583_at,Calgizzarin,165.000000 ,337.000000 ,119.000000 ,774.000000 ,219.000000 ,170.000000 ,175.000000 ,0.000000 ,119.000000 ,29.000000 ,0.000000 ,551.000000 ,101.000000 ,200.000000 ,646.000000 ,1445.000000 ,1985.000000 ,941.000000 ,0.000000 ,0.000000 ,1647.000000 ,832.000000 ,450.000000 ,15547.000000 ,6259.000000 ,7665.000000 ,2230.000000 ,6876.000000 ,652.000000 ,1308.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 
D38751_at,Kid (kinesin-like DNA binding protein),0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,53.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,31.000000 ,0.000000 ,0.000000 ,0.000000 ,42.000000 ,0.000000 ,0.000000 ,0.000000 ,303.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 
D42038_at,KIAA0087 gene,0.000000 ,0.000000 ,0.000000 ,0.000000 ,77.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,60.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,130.000000 ,0.000000 ,0.000000 ,0.000000 ,236.000000 
D42039_at,"KIAA0081 gene, partial cds",0.000000 ,0.000000 ,0.000000 ,11.979979 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,68.419814 ,75.700994 ,0.000000 ,37.996897 ,378.909142 ,0.000000 ,0.000000 ,31.602394 ,0.000000 ,125.223089 ,154.999994 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,120.910774 ,0.000000 ,0.000000 ,0.000000 
D42041_at,"KIAA0088 gene, partial cds",1467.976037 ,2765.107737 ,1373.586781 ,769.846691 ,1234.309580 ,2383.652828 ,682.963065 ,585.957789 ,925.570696 ,942.784930 ,2590.362049 ,4385.999971 ,3392.777685 ,2760.058179 ,4933.256833 ,1886.894138 ,3646.870940 ,2328.999987 ,3482.766631 ,2579.999591 ,5646.731017 ,6562.064165 ,4808.243566 ,6151.266317 ,6693.259830 ,2323.000000 ,4460.350218 ,3791.426464 ,3614.595398 ,3550.000000 ,456.888642 ,2106.000000 ,1941.848945 ,1033.082742 
D42043_at,"KIAA0084 gene, partial cds",2383.842236 ,103.432265 ,581.883957 ,0.000000 ,234.044688 ,429.041643 ,499.591466 ,468.683093 ,922.677979 ,432.720463 ,904.065079 ,2348.999981 ,1909.857738 ,1904.380777 ,4877.574458 ,1659.568294 ,3162.926202 ,1918.999991 ,1479.000724 ,1310.999739 ,1303.941098 ,1052.253805 ,518.900207 ,1212.780088 ,1313.060155 ,1238.000000 ,688.354392 ,920.121162 ,804.064343 ,591.000000 ,1132.764856 ,2467.000000 ,2309.229306 ,2953.658221 
D42044_at,"KIAA0090 gene, partial cds",0.000000 ,161.844762 ,87.964129 ,44.094614 ,734.620471 ,54.640568 ,198.086091 ,0.000000 ,35.577775 ,0.000000 ,0.000000 ,250.999997 ,398.978855 ,0.000000 ,145.086632 ,360.994310 ,0.000000 ,252.999999 ,70.449749 ,8.999961 ,300.022356 ,160.214968 ,199.677344 ,166.563090 ,177.997132 ,0.000000 ,5.905291 ,42.100102 ,78.442401 ,30.000000 ,226.623048 ,0.000000 ,0.000000 ,0.000000 
D42045_at,KIAA0086 gene,33.830693 ,66.495443 ,110.161569 ,54.371757 ,818.541876 ,0.000000 ,0.000000 ,3.367197 ,47.943707 ,0.000000 ,0.000000 ,0.000000 ,3.995191 ,54.361512 ,34.517906 ,45.128697 ,39.834034 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,129.864786 ,53.013277 ,31.626270 ,0.000000 ,0.000000 ,98.476662 ,58.975842 ,38.190873 ,55.000000 ,0.000000 ,0.000000 ,64.683333 ,0.000000 
D42046_at,"KIAA0083 gene, partial cds",167.034920 ,604.513753 ,600.719994 ,142.240071 ,185.442066 ,865.368544 ,132.156884 ,173.293331 ,307.784786 ,184.957036 ,929.735270 ,2681.999984 ,1895.875113 ,998.881507 ,1236.542086 ,482.619671 ,886.751680 ,513.999993 ,1717.747600 ,3712.999770 ,371.504299 ,373.581107 ,402.529805 ,570.356204 ,561.388167 ,275.000000 ,399.471029 ,298.434299 ,249.987659 ,310.000000 ,2160.454846 ,3046.000000 ,2687.115607 ,2938.340989 
D42047_at,"KIAA0089 gene, partial cds",428.858429 ,234.141833 ,114.226922 ,0.000000 ,484.846548 ,147.322575 ,227.537616 ,263.810385 ,277.690680 ,61.268815 ,419.368502 ,1331.999995 ,1033.959224 ,557.401239 ,922.954321 ,492.780214 ,836.634775 ,612.999998 ,745.229083 ,581.999925 ,909.619592 ,561.416516 ,524.238570 ,939.873138 ,599.068002 ,380.000000 ,392.604618 ,339.837160 ,91.139415 ,220.000000 ,672.141721 ,1848.000000 ,2013.045969 ,1457.010244 
D42053_at,KIAA0091 gene,6.079591 ,59.776694 ,156.984304 ,161.794147 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,201.549634 ,0.000000 ,429.650271 ,862.999972 ,928.787224 ,973.075724 ,234.179845 ,848.489575 ,730.166939 ,762.999987 ,865.450024 ,1235.999609 ,922.960504 ,1329.282582 ,1479.117696 ,1686.974399 ,1843.027612 ,977.000000 ,1550.355032 ,869.441201 ,0.000000 ,0.000000 ,1447.048821 ,0.000000 ,883.294542 ,0.000000 
D42054_at,KIAA0092 gene,58.148818 ,51.946966 ,0.000000 ,55.292730 ,0.000000 ,169.421178 ,0.000000 ,48.171685 ,72.467080 ,172.702363 ,298.443767 ,375.999992 ,0.000000 ,476.085732 ,0.000000 ,142.892078 ,234.895920 ,33.999996 ,239.942431 ,60.999885 ,398.828007 ,385.319619 ,576.320403 ,467.200108 ,710.725716 ,67.000000 ,313.258907 ,220.735915 ,131.501330 ,426.000000 ,0.000000 ,136.000000 ,798.162716 ,252.182510 
D42055_at,NEDD-4 PROTEIN,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,15.000000 ,0.000000 ,0.000000 ,70.000000 ,158.000000 ,0.000000 ,155.000000 ,0.000000 ,146.000000 ,0.000000 ,186.000000 ,210.000000 ,0.000000 ,142.000000 ,144.000000 ,91.000000 ,125.000000 ,121.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,205.000000 ,0.000000 
D42063_at,RanBP2 (Ran-binding protein 2),97.669128 ,0.000000 ,21.320577 ,59.005061 ,0.000000 ,113.605790 ,0.000000 ,0.000000 ,127.563063 ,0.000000 ,49.315838 ,222.999995 ,201.961536 ,116.918122 ,128.147378 ,431.044344 ,285.675880 ,268.999998 ,167.787500 ,107.999929 ,465.552694 ,635.923506 ,623.116182 ,637.014108 ,738.708127 ,172.000000 ,406.817499 ,390.810103 ,140.528334 ,0.000000 ,171.147229 ,200.000000 ,300.485502 ,38.633242 
D42072_at,NF1 Neurofibromin,0.000000 ,0.000000 ,7.964184 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,28.973088 ,1.155290 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,80.536833 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,10.867183 ,0.000000 ,23.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,48.000000 ,0.000000 ,0.000000 
D42073_at,Reticulocalbin,1537.857207 ,2002.880513 ,1007.588239 ,1336.643841 ,642.524347 ,2163.071127 ,42.408936 ,0.000000 ,2761.729955 ,574.409573 ,808.253692 ,823.999994 ,456.954472 ,1014.948264 ,600.501671 ,1689.014148 ,1367.494503 ,1397.999997 ,1415.913801 ,929.999916 ,5655.534043 ,2417.318494 ,2906.322866 ,3114.527566 ,3557.696286 ,5969.000000 ,4170.111213 ,1760.837013 ,1696.339887 ,2311.000000 ,708.628479 ,0.000000 ,0.000000 ,19.729505 
D42084_at,"KIAA0094 gene, partial cds",556.509986 ,271.604761 ,448.093959 ,354.263541 ,204.814981 ,694.864524 ,345.271143 ,184.978911 ,460.717898 ,214.644219 ,1149.421961 ,130.999987 ,369.898353 ,495.456588 ,640.537137 ,558.491425 ,701.218998 ,893.999994 ,1009.524081 ,840.999813 ,1271.047880 ,2412.732447 ,1671.461441 ,3291.827572 ,2911.878050 ,871.000000 ,1278.665394 ,1623.216314 ,1115.897871 ,742.000000 ,204.996622 ,731.000000 ,680.804909 ,885.604635 
D42085_at,KIAA0095 gene,592.276664 ,73.877790 ,0.000000 ,202.348308 ,0.000000 ,216.569855 ,657.195725 ,0.000000 ,108.645192 ,263.460879 ,1699.115579 ,2473.999986 ,759.891147 ,348.021633 ,2163.817611 ,702.197392 ,1725.973204 ,436.999993 ,1042.430210 ,1954.999800 ,10395.785875 ,689.034192 ,597.490077 ,7804.270434 ,1060.764728 ,431.000000 ,308.884063 ,503.183025 ,991.685359 ,310.000000 ,758.920668 ,578.000000 ,688.846392 ,1073.662351 
D42087_at,"KIAA0118 gene, partial cds",251.765952 ,0.000000 ,40.479794 ,0.000000 ,39.450553 ,117.906547 ,0.000000 ,480.484660 ,95.678070 ,4.254067 ,212.200802 ,594.999994 ,422.954441 ,400.847547 ,650.485685 ,894.957014 ,872.480554 ,683.999997 ,1008.866122 ,201.999916 ,1315.481345 ,1212.298302 ,527.284309 ,1665.512278 ,1271.674310 ,402.000000 ,590.094962 ,1087.823977 ,509.334676 ,125.000000 ,0.000000 ,418.000000 ,254.790664 ,170.721158 
D42108_at,Phospholipase C,0.000000 ,150.820745 ,116.759332 ,0.419087 ,243.812502 ,123.753002 ,0.000000 ,86.025236 ,30.962514 ,258.956785 ,290.497250 ,310.999998 ,239.985651 ,354.339590 ,435.594199 ,275.530778 ,119.537429 ,108.999999 ,655.911432 ,393.999974 ,32.585607 ,51.645491 ,117.137472 ,12.917523 ,0.000000 ,95.000000 ,43.471141 ,50.960538 ,33.585817 ,115.000000 ,28.099082 ,948.000000 ,241.234568 ,390.132796 
D42123_at,ESP1/CRP2,109.687020 ,6062.232308 ,3526.554149 ,568.513720 ,11237.716417 ,5850.079023 ,0.000000 ,0.000000 ,0.000000 ,16461.606407 ,3358.139206 ,8477.999881 ,6309.097092 ,5736.845574 ,4828.982338 ,1484.396896 ,5993.336039 ,4861.999946 ,5707.054098 ,4713.998341 ,2698.699129 ,4060.357898 ,435.981987 ,4836.327844 ,3509.354396 ,2860.000000 ,4189.238813 ,3588.960634 ,1787.085028 ,1248.000000 ,0.000000 ,5233.000000 ,2321.275380 ,6288.652172 
D42138_at,PIG-B,42.428285 ,199.783338 ,172.364742 ,119.639887 ,228.555858 ,287.095035 ,101.365590 ,76.780771 ,131.734893 ,144.240011 ,404.497493 ,731.999999 ,672.992679 ,271.191566 ,147.221196 ,164.494102 ,293.702479 ,451.000000 ,552.729327 ,525.999987 ,332.542577 ,281.226870 ,328.885660 ,344.386172 ,196.805188 ,213.000000 ,82.158406 ,159.918370 ,131.768165 ,90.000000 ,304.476605 ,1133.000000 ,757.771217 ,934.026762 
D43636_at,"KIAA0096 gene, partial cds",0.000000 ,0.000000 ,442.927865 ,0.000000 ,0.000000 ,543.234877 ,0.000000 ,92.844481 ,86.655535 ,0.000000 ,324.210044 ,419.999990 ,619.924581 ,1826.746213 ,342.074051 ,548.873983 ,391.031801 ,353.999995 ,181.899330 ,187.999861 ,484.674458 ,274.831365 ,356.111997 ,514.773489 ,345.487569 ,649.000000 ,260.427243 ,306.255725 ,328.310708 ,55.000000 ,1436.176784 ,2877.000000 ,3406.524062 ,1857.673420 
D43638_at,ETO mRNA,0.000000 ,1566.995380 ,1078.730949 ,804.063392 ,0.000000 ,1967.856119 ,0.000000 ,756.430982 ,809.436624 ,0.000000 ,369.109388 ,791.999982 ,1212.866548 ,174.029546 ,374.121506 ,0.000000 ,355.894121 ,179.999992 ,944.562762 ,478.999755 ,54.931158 ,1084.997328 ,0.000000 ,108.128619 ,0.000000 ,867.000000 ,155.976995 ,300.829298 ,70.546614 ,225.000000 ,1817.087154 ,5409.000000 ,9523.960759 ,9755.032625 
D43642_at,YL-1 mRNA for YL-1 protein (nuclear protein with DNA-binding ability),945.093842 ,2950.689969 ,1119.821068 ,1565.327209 ,1217.326009 ,2354.276919 ,2267.514614 ,0.000000 ,1603.576232 ,2136.913458 ,6555.896375 ,7035.999941 ,5419.547273 ,5500.784325 ,6652.334325 ,1636.850807 ,4749.094833 ,2181.999973 ,7040.067943 ,5831.999168 ,4252.684173 ,3440.849267 ,3733.406708 ,3925.535754 ,4197.774218 ,1523.000000 ,3129.451648 ,2715.444658 ,2193.828392 ,1935.000000 ,2328.230522 ,7516.000000 ,7381.642925 ,10476.983091 
D43767_at,Chemokine,96.883690 ,84.168599 ,84.415140 ,4.042526 ,90.595982 ,56.901798 ,0.000000 ,0.000000 ,109.310837 ,151.067008 ,297.407134 ,632.999996 ,432.972130 ,322.369247 ,173.615358 ,71.587560 ,491.447438 ,173.999998 ,884.096315 ,600.999949 ,483.578753 ,583.830289 ,104.304754 ,296.243366 ,42.225089 ,52.000000 ,143.376337 ,287.269264 ,45.310816 ,0.000000 ,54.420966 ,514.000000 ,219.415782 ,415.488543 
D43768_at,LYMPHOTACTIN PRECURSOR,0.783254 ,0.686345 ,0.742425 ,0.715047 ,0.824727 ,0.609095 ,0.641957 ,0.133697 ,0.876764 ,0.630647 ,0.874379 ,1.000000 ,0.999926 ,0.760780 ,0.962032 ,0.864297 ,0.966868 ,1.000000 ,0.886756 ,1.000000 ,0.874832 ,0.952041 ,0.908422 ,0.963689 ,0.947804 ,1.000000 ,0.961401 ,0.969037 ,0.987623 ,1.000000 ,0.713406 ,1.000000 ,0.826891 ,0.980174 
D43772_at,Squamous cell carcinama of esophagus mRNA for GRB-7 SH2 domain protein,209.363458 ,114.627322 ,222.043416 ,168.099823 ,0.000000 ,180.749481 ,0.000000 ,468.725454 ,76.740753 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,214.734609 ,0.000000 ,133.968370 ,167.830106 ,0.000000 ,0.000000 ,89.136545 ,241.000000 ,0.000000 ,319.623525 ,206.052692 ,446.000000 ,0.000000 ,498.000000 ,997.805587 ,323.075062 
D43947_at,KIAA0100 gene,315.997869 ,0.000000 ,0.000000 ,156.387437 ,47.740247 ,418.316289 ,0.000000 ,0.000000 ,248.446707 ,0.000000 ,0.000000 ,277.999986 ,0.000000 ,959.165558 ,20.221209 ,917.788142 ,349.070671 ,104.999994 ,370.599191 ,675.999808 ,969.709717 ,1365.070256 ,1254.287471 ,1074.569096 ,927.069013 ,536.000000 ,849.327601 ,724.143170 ,557.468897 ,0.000000 ,43.063657 ,0.000000 ,0.000000 ,0.000000 
D43948_at,KIAA0097 gene,821.843937 ,0.000000 ,110.366558 ,0.000000 ,0.000000 ,450.805065 ,0.000000 ,795.329610 ,312.314977 ,289.488057 ,1052.946394 ,2118.999958 ,1621.680233 ,2231.154044 ,1866.958755 ,1868.122765 ,1709.979007 ,669.999981 ,3023.747408 ,1155.999412 ,3600.915454 ,4040.531023 ,3349.926392 ,2569.164164 ,3649.113861 ,431.000000 ,1630.216368 ,1212.408170 ,1436.198957 ,491.000000 ,988.225627 ,1655.000000 ,1555.523807 ,1289.817798 
